,Marketing_name,Memory,Grade,Price
375,iPhone 13 mini,128GB,A,59800
376,iPhone 13 mini,128GB,A,59800
377,iPhone 13 mini,128GB,A,59800
378,iPhone 13 mini,128GB,A,59800
379,iPhone 13 mini,128GB,A,59800
380,iPhone 13 mini,128GB,A,59800
381,iPhone 13 mini,128GB,A,59800
382,iPhone 13 mini,128GB,A,59800
383,iPhone 13 mini,128GB,A,59800
384,iPhone 13 mini,128GB,A,59800
385,iPhone 13 mini,128GB,A,59800
386,iPhone 13 mini,128GB,A,59800
387,iPhone 13 mini,128GB,A,59800
388,iPhone 13 mini,128GB,A,59800
389,iPhone SE (第 2 世代),64GB,A,23000
390,iPhone SE (第 2 世代),64GB,A,23000
391,iPhone 13 mini,128GB,A,59800
392,iPhone XR,256GB,A,33800
393,iPhone SE (第 2 世代),64GB,A,23000
394,iPhone SE (第 2 世代),64GB,A,23000
395,iPhone 11 Pro,64GB,A,42800
396,iPhone 14 Plus,256GB,A,94800
397,iPhone 14 Pro,128GB,A,100800
398,iPhone 13 Pro,128GB,A,84000
399,iPhone 11 Pro,64GB,A,42800
400,iPhone SE (第 3 世代),64GB,A,43800
401,iPhone SE (第 3 世代),64GB,A,43800
402,iPhone SE (第 3 世代),64GB,A,43800
403,iPhone 14,128GB,A,81800
404,iPhone SE (第 3 世代),64GB,A,43800
405,iPhone SE (第 3 世代),64GB,A,43800
406,iPhone 12 mini,64GB,A,34800
407,iPhone 14,512GB,A,100500
408,iPhone 14,256GB,A,89800
409,iPhone 12 mini,64GB,A,34800
410,iPhone 12 mini,64GB,A,34800
411,iPhone 12 Pro Max,128GB,A,84800
412,iPhone 12 Pro Max,256GB,A,88800
413,iPhone 11 Pro Max,256GB,A,60800
414,iPhone 13 mini,128GB,A,59800
415,iPhone 14 Plus,128GB,A,89800
416,iPhone 13 mini,128GB,A,59800
417,iPhone 13 mini,128GB,A,59800
418,iPhone 13 Pro Max,128GB,A,96800
419,iPhone 13 mini,128GB,A,59800
420,iPhone 14,128GB,A,81800
421,iPhone 14 Pro,256GB,A,117800
422,iPhone 11 Pro,64GB,A,42800
423,iPhone 14 Pro,256GB,A,117800
424,iPhone SE (第 3 世代),64GB,A,43800
425,iPhone SE (第 3 世代),64GB,A,43800
426,iPhone XS Max,64GB,A,40800
427,iPhone SE (第 3 世代),64GB,A,43800
428,iPhone 14 Plus,256GB,A,94800
429,iPhone 14 Pro Max,128GB,A,126600
430,iPhone SE (第 3 世代),64GB,A,43800
431,iPhone SE (第 3 世代),64GB,A,43800
432,iPhone 14 Pro Max,128GB,A,126600
433,iPhone 14 Pro,128GB,A,100800
434,iPhone 13 Pro,128GB,A,84000
435,iPhone 14,512GB,A,100500
436,iPhone 11 Pro,256GB,A,48800
437,iPhone 14 Plus,128GB,A,89800
438,iPhone 14 Plus,256GB,A,94800
439,iPhone SE (第 3 世代),64GB,A,43800
440,iPhone SE (第 3 世代),64GB,A,43800
441,iPhone SE (第 2 世代),64GB,A,23000
442,iPhone SE (第 2 世代),64GB,A,23000
443,iPhone SE (第 2 世代),64GB,A,23000
444,iPhone SE (第 2 世代),64GB,A,23000
445,iPhone SE (第 2 世代),64GB,A,23000
446,iPhone SE (第 2 世代),64GB,A,23000
447,iPhone SE (第 2 世代),64GB,A,23000
448,iPhone SE (第 2 世代),64GB,A,23000
449,iPhone 13 mini,128GB,A,59800
450,iPhone 13 mini,128GB,A,59800
451,iPhone 13 mini,128GB,A,59800
452,iPhone 13 mini,128GB,A,59800
453,iPhone 13 mini,128GB,A,59800
454,iPhone 13 mini,128GB,A,59800
455,iPhone 13 mini,128GB,A,59800
456,iPhone 13 mini,128GB,A,59800
457,iPhone 13 mini,128GB,A,59800
458,iPhone 13 mini,128GB,A,59800
459,iPhone 13 mini,128GB,A,59800
460,iPhone 13 mini,128GB,A,59800
461,iPhone 13 mini,128GB,A,59800
462,iPhone XR,256GB,A,33800
463,iPhone SE (第 2 世代),64GB,A,23000
464,iPhone SE (第 2 世代),64GB,A,23000
465,iPhone XS,64GB,A,28800
466,iPhone 13 Pro,128GB,A,84000
467,iPhone SE (第 2 世代),64GB,A,23000
468,iPhone 13 Pro,256GB,A,90800
469,iPhone SE (第 2 世代),64GB,A,23000
470,iPhone 14 Pro,128GB,A,100800
471,iPhone SE (第 2 世代),64GB,A,23000
472,iPhone SE (第 2 世代),64GB,A,23000
473,iPhone XS,256GB,A,32800
474,iPhone SE (第 3 世代),64GB,A,43800
475,iPhone SE (第 3 世代),64GB,A,43800
476,iPhone SE (第 3 世代),64GB,A,43800
477,iPhone SE (第 3 世代),64GB,A,43800
478,iPhone SE (第 2 世代),64GB,A,23000
479,iPhone SE (第 2 世代),64GB,A,23000
480,iPhone SE (第 2 世代),64GB,A,23000
481,iPhone 14,128GB,A,81800
482,iPhone SE (第 3 世代),64GB,A,43800
483,iPhone 12 mini,64GB,A,34800
484,iPhone 12 mini,64GB,A,34800
485,iPhone SE (第 3 世代),64GB,A,43800
486,iPhone 13 Pro,128GB,A,84000
487,iPhone 13 Pro Max,128GB,A,96800
488,iPhone 12 Pro Max,128GB,A,84800
489,iPhone XR,128GB,A,29300
490,iPhone 6s Plus,128GB,A,16000
491,iPhone 12 Pro Max,256GB,A,88800
492,iPhone 14 Plus,256GB,A,94800
493,iPhone 13 Pro Max,1TB,A,124800
494,iPhone 11 Pro,64GB,A,42800
495,iPhone 13 mini,128GB,A,59800
496,iPhone 13 Pro Max,128GB,A,96800
497,iPhone 11 Pro,64GB,A,42800
498,iPhone 13 mini,128GB,A,59800
499,iPhone SE (第 3 世代),64GB,A,43800
500,iPhone 13 Pro Max,128GB,A,96800
501,iPhone SE (第 3 世代),64GB,A,43800
502,iPhone SE (第 3 世代),64GB,A,43800
503,iPhone 14,128GB,A,81800
504,iPhone 11 Pro,256GB,A,48800
505,iPhone 14 Pro,128GB,A,100800
506,iPhone 11 Pro,64GB,A,42800
507,iPhone 13 mini,128GB,A,59800
508,iPhone 14,128GB,A,81800
509,iPhone 13 Pro,128GB,A,84000
510,iPhone 14 Pro,256GB,A,117800
511,iPhone SE (第 2 世代),64GB,A,23000
512,iPhone SE (第 2 世代),64GB,A,23000
513,iPhone SE (第 2 世代),64GB,A,23000
514,iPhone SE (第 2 世代),64GB,A,23000
515,iPhone SE (第 2 世代),64GB,A,23000
516,iPhone SE (第 2 世代),64GB,A,23000
517,iPhone 13 mini,128GB,A,59800
518,iPhone 13 mini,128GB,A,59800
519,iPhone SE (第 3 世代),64GB,A,43800
520,iPhone 13 mini,128GB,A,59800
521,iPhone SE (第 2 世代),64GB,A,23000
522,iPhone 11 Pro,64GB,A,42800
523,iPhone SE (第 2 世代),64GB,A,23000
524,iPhone SE (第 2 世代),64GB,A,23000
525,iPhone 14,256GB,A,89800
526,iPhone 13,128GB,A,65800
527,iPhone 13,128GB,A,65800
528,iPhone SE (第 3 世代),64GB,A,43800
529,iPhone XR,64GB,A,26300
530,iPhone SE (第 3 世代),64GB,A,43800
531,iPhone SE (第 2 世代),64GB,A,23000
532,iPhone 13 mini,128GB,A,59800
533,iPhone 11,64GB,A,33800
534,iPhone SE (第 2 世代),128GB,A,30300
535,iPhone 12 mini,64GB,A,34800
536,iPhone SE (第 2 世代),64GB,A,23000
537,iPhone 7 Plus,32GB,A,19200
538,iPhone 11 Pro,64GB,A,42800
539,iPhone 13 Pro Max,1TB,A,124800
540,iPhone 12 Pro Max,512GB,A,93800
541,iPhone 12 Pro,256GB,A,66800
542,iPhone XR,256GB,A,33800
543,iPhone 13 Pro,128GB,A,84000
544,iPhone 6s Plus,64GB,A,15000
545,iPhone 13 mini,128GB,A,59800
546,iPhone 13 Pro,512GB,A,96800
547,iPhone 13 mini,128GB,A,59800
548,iPhone 7 Plus,128GB,A,19500
549,iPhone 13 mini,128GB,A,59800
550,iPhone SE (第 3 世代),64GB,A,43800
551,iPhone 13 mini,128GB,A,59800
552,iPhone 13 mini,128GB,A,59800
553,iPhone 13 mini,128GB,A,59800
554,iPhone 13 mini,128GB,A,59800
555,iPhone SE (第 2 世代),64GB,A,23000
556,iPhone 13 Pro,256GB,A,90800
557,iPhone 14 Pro,128GB,A,100800
558,iPhone 13 Pro,256GB,A,90800
559,iPhone SE (第 2 世代),64GB,A,23000
560,iPhone 13 mini,128GB,A,59800
561,iPhone SE (第 2 世代),64GB,A,23000
562,iPhone SE (第 3 世代),64GB,A,43800
563,iPhone SE (第 2 世代),64GB,A,23000
564,iPhone SE (第 2 世代),64GB,A,23000
565,iPhone SE (第 2 世代),64GB,A,23000
566,iPhone 12 Pro,256GB,A,66800
567,iPhone SE (第 2 世代),64GB,A,23000
568,iPhone 11 Pro,256GB,A,48800
569,iPhone 13,128GB,A,65800
570,iPhone 13,128GB,A,65800
571,iPhone 13,128GB,A,65800
572,iPhone SE (第 2 世代),64GB,A,23000
573,iPhone 6s,128GB,A,11800
574,iPhone SE (第 2 世代),64GB,A,23000
575,iPhone SE (第 2 世代),64GB,A,23000
576,iPhone SE (第 2 世代),64GB,A,23000
577,iPhone 11,64GB,A,33800
578,iPhone XS Max,64GB,A,40800
579,iPhone SE (第 2 世代),256GB,A,33300
580,iPhone XS Max,256GB,A,44300
581,iPhone SE (第 3 世代),64GB,A,43800
582,iPhone XS Max,64GB,B,41900
583,iPhone 6s,128GB,B,13500
584,iPhone XS Max,512GB,B,49900
585,iPhone 7 Plus,128GB,B,21000
586,iPhone 13 Pro Max,128GB,B,98200
587,iPhone 12 mini,128GB,B,40400
588,iPhone 12 mini,128GB,B,40400
589,iPhone 12 mini,128GB,B,40400
590,iPhone 12 mini,128GB,B,40400
591,iPhone 12 mini,128GB,B,40400
592,iPhone 12 mini,128GB,B,40400
593,iPhone 12 mini,128GB,B,40400
594,iPhone 12 mini,128GB,B,40400
595,iPhone 12 mini,128GB,B,40400
596,iPhone 15 Plus,128GB,B,112400
597,iPhone X,64GB,B,25800
598,iPhone 8,64GB,B,17700
599,iPhone 8,64GB,B,17700
600,iPhone 12 mini,128GB,B,40400
601,iPhone 12 mini,128GB,B,40400
602,iPhone 12 mini,128GB,B,40400
603,iPhone 12 mini,128GB,B,40400
604,iPhone 14 Pro Max,128GB,B,126000
605,iPhone 15 Plus,128GB,B,112400
606,iPhone 12 mini,128GB,B,40400
607,iPhone 12 mini,128GB,B,40400
608,iPhone 12 mini,128GB,B,40400
609,iPhone 12 mini,128GB,B,40400
610,iPhone 12 mini,128GB,B,40400
611,iPhone 12 mini,128GB,B,40400
612,iPhone 12 mini,128GB,B,40400
613,iPhone 12 mini,128GB,B,40400
614,iPhone 12 mini,128GB,B,40400
615,iPhone 14 Pro Max,256GB,B,136200
616,iPhone 12 mini,128GB,B,40400
617,iPhone 12 mini,128GB,B,40400
618,iPhone 12 mini,128GB,B,40400
619,iPhone 6s,32GB,B,11900
620,iPhone 14 Pro Max,128GB,B,126000
621,iPhone 6s,16GB,B,11300
622,iPhone 12 mini,128GB,B,40400
623,iPhone 12 mini,128GB,B,40400
624,iPhone 12 mini,128GB,B,40400
625,iPhone 12 mini,128GB,B,40400
626,iPhone 7,256GB,B,15500
627,iPhone 6s Plus,16GB,B,13500
628,iPhone 14 Pro Max,128GB,B,123300
629,iPhone 14 Pro Max,128GB,B,123300
630,iPhone 15 Plus,256GB,B,127500
631,iPhone 7 Plus,32GB,B,19200
632,iPhone 7 Plus,32GB,B,19200
633,iPhone 11 Pro,64GB,B,41600
634,iPhone 6s,32GB,B,10400
635,iPhone 6s Plus,16GB,B,13500
636,iPhone 12 mini,128GB,B,38600
637,iPhone XS,256GB,B,32600
638,iPhone 7,128GB,B,13000
639,iPhone 7,256GB,B,14000
640,iPhone XS,256GB,B,32600
641,iPhone 11 Pro,64GB,B,41600
642,iPhone 6s,64GB,B,12500
643,iPhone XS Max,512GB,B,48100
644,iPhone 12 mini,128GB,B,38600
645,iPhone 12 mini,128GB,B,38600
646,iPhone 12 mini,128GB,B,38600
647,iPhone 7,128GB,B,13000
648,iPhone 6s,16GB,B,9800
649,iPhone 6s Plus,128GB,B,15500
650,iPhone 14 Pro Max,128GB,B,123300
651,iPhone 14 Pro Max,512GB,B,139500
652,iPhone 11 Pro,64GB,B,41600
653,iPhone 11 Pro,256GB,B,48100
654,iPhone 12 mini,256GB,B,43600
655,iPhone 12 mini,256GB,B,43600
656,iPhone 6s,16GB,B,9800
657,iPhone 6s,32GB,B,10400
658,iPhone 11,64GB,B,33600
659,iPhone 11 Pro,64GB,B,41600
660,iPhone 11 Pro,64GB,B,41600
661,iPhone 14 Pro Max,256GB,B,133500
662,iPhone 7 Plus,128GB,B,19500
663,iPhone 14 Pro Max,128GB,B,123300
664,iPhone 11 Pro,64GB,B,41600
665,iPhone 7 Plus,32GB,B,19200
666,iPhone 14 Pro Max,256GB,B,133500
667,iPhone 11 Pro Max,512GB,B,66900
668,iPhone 8 Plus,256GB,B,24300
669,iPhone 11 Pro,64GB,B,41600
670,iPhone 7,32GB,B,11300
671,iPhone 11,64GB,B,33600
672,iPhone 14 Pro Max,512GB,B,139500
673,iPhone 7 Plus,128GB,B,19500
674,iPhone 14 Pro Max,512GB,B,139500
675,iPhone 14 Pro Max,128GB,B,123300
676,iPhone 8 Plus,64GB,B,20300
677,iPhone 11 Pro,256GB,B,48100
678,iPhone 8 Plus,64GB,B,20300
679,iPhone 12 Pro Max,256GB,B,86200
680,iPhone 14 Pro Max,256GB,B,133500
681,iPhone 7 Plus,128GB,B,19500
682,iPhone 6s,32GB,B,10400
683,iPhone 7 Plus,256GB,B,22000
684,iPhone XS,512GB,B,37100
685,iPhone 15,256GB,B,115000
686,iPhone XS,256GB,B,32600
687,iPhone 7,128GB,B,13000
688,iPhone XS,512GB,B,37100
689,iPhone 7,32GB,B,11300
690,iPhone XR,256GB,B,32600
691,iPhone 6s,64GB,B,12500
692,iPhone 6s,32GB,B,10400
693,iPhone 6s Plus,64GB,B,13500
694,iPhone 6s Plus,32GB,B,14000
695,iPhone 14 Pro Max,128GB,B,121500
696,iPhone 14 Pro Max,256GB,B,131700
697,iPhone XS,64GB,B,27300
698,iPhone 11 Pro,256GB,B,46900
699,iPhone 7 Plus,32GB,B,18200
700,iPhone 7 Plus,256GB,B,21000
701,iPhone XR,64GB,B,25300
702,iPhone 12 Pro Max,128GB,B,80600
703,iPhone 7,128GB,B,12000
704,iPhone SE (第 3 世代),64GB,B,40400
705,iPhone 11 Pro Max,256GB,B,58000
706,iPhone 7 Plus,128GB,B,18500
707,iPhone XS Max,256GB,B,40400
708,iPhone 7,32GB,B,10300
709,iPhone X,64GB,B,23300
710,iPhone XS Max,256GB,B,40400
711,iPhone 12 Pro Max,128GB,B,80600
712,iPhone 8,256GB,B,20000
713,iPhone XR,64GB,B,25300
714,iPhone 12 mini,256GB,B,42400
715,iPhone 12 mini,256GB,B,42400
716,iPhone 12 mini,256GB,B,42400
717,iPhone 12 mini,256GB,B,42400
718,iPhone 12 Pro Max,128GB,B,80600
719,iPhone 7,256GB,B,13000
720,iPhone 7,128GB,B,12000
721,iPhone 8 Plus,256GB,B,23300
722,iPhone X,64GB,B,23300
723,iPhone XS,512GB,B,35900
724,iPhone 11 Pro,64GB,B,40400
725,iPhone 6s Plus,64GB,B,13500
726,iPhone 11 Pro,64GB,B,40400
727,iPhone 14 Pro Max,512GB,B,137700
728,iPhone 11 Pro,256GB,B,46900
729,iPhone 14 Pro Max,512GB,B,137700
730,iPhone 11 Pro,256GB,B,46900
731,iPhone 11 Pro,256GB,B,46900
732,iPhone 14 Pro Max,256GB,B,131700
733,iPhone 15 Plus,256GB,B,125700
734,iPhone 15,128GB,B,98200
735,iPhone 13 Pro Max,128GB,B,93700
736,iPhone 7,128GB,B,12000
737,iPhone XR,64GB,B,25300
738,iPhone XR,256GB,B,31400
739,iPhone 7 Plus,32GB,B,18200
740,iPhone 11 Pro,256GB,B,46900
741,iPhone 15 Pro,128GB,B,128700
742,iPhone 11 Pro Max,256GB,B,58000
743,iPhone 8,64GB,B,15200
744,iPhone XS Max,512GB,B,46900
745,iPhone 13 Pro,256GB,B,86600
746,iPhone XR,64GB,B,25300
747,iPhone 8 Plus,64GB,B,19300
748,iPhone 8,64GB,B,15200
749,iPhone 12 Pro Max,128GB,B,80600
750,iPhone 8,64GB,B,15200
751,iPhone 8,64GB,B,15200
752,iPhone 12 Pro Max,512GB,B,89600
753,iPhone XR,256GB,B,31400
754,iPhone 11 Pro,256GB,B,46900
755,iPhone XR,64GB,B,25300
756,iPhone 8,256GB,B,20000
757,iPhone XR,64GB,B,25300
758,iPhone X,64GB,B,23300
759,iPhone 8,256GB,B,20000
760,iPhone 12 mini,256GB,B,42400
761,iPhone 12 mini,256GB,B,42400
762,iPhone 12 mini,256GB,B,42400
763,iPhone 12 mini,256GB,B,42400
764,iPhone 12 mini,256GB,B,42400
765,iPhone 12 mini,256GB,B,42400
766,iPhone 12 mini,256GB,B,42400
767,iPhone 12 mini,256GB,B,42400
768,iPhone 15 Pro,256GB,B,140700
769,iPhone X,64GB,B,23300
770,iPhone 6s,16GB,B,8800
771,iPhone XS,512GB,B,35900
772,iPhone 11 Pro,64GB,B,40400
773,iPhone XS,64GB,B,27300
774,iPhone 14 Pro,128GB,B,96700
775,iPhone 6s,32GB,B,9400
776,iPhone 13 Pro Max,256GB,B,102700
777,iPhone 13 Pro Max,256GB,B,102700
778,iPhone 13 Pro Max,128GB,B,93700
779,iPhone 11 Pro,256GB,B,46900
780,iPhone 7 Plus,256GB,B,21000
781,iPhone 6s,128GB,B,11000
782,iPhone 11 Pro,256GB,B,46900
783,iPhone XS Max,64GB,B,38900
784,iPhone 11 Pro,256GB,B,46900
785,iPhone SE (第 3 世代),64GB,B,40400
786,iPhone SE (第 3 世代),64GB,B,40400
787,iPhone SE (第 3 世代),64GB,B,40400
788,iPhone SE (第 3 世代),64GB,B,40400
789,iPhone 12 Pro Max,128GB,B,80600
790,iPhone SE (第 3 世代),64GB,B,40400
791,iPhone SE (第 3 世代),64GB,B,40400
792,iPhone SE (第 3 世代),64GB,B,40400
793,iPhone 11 Pro,64GB,B,40400
794,iPhone 8 Plus,64GB,B,19300
795,iPhone SE (第 3 世代),64GB,B,40400
796,iPhone SE (第 3 世代),64GB,B,40400
797,iPhone SE (第 3 世代),64GB,B,40400
798,iPhone 6s,64GB,B,11500
799,iPhone SE (第 3 世代),64GB,B,40400
800,iPhone XR,256GB,B,31400
801,iPhone SE (第 3 世代),64GB,B,40400
802,iPhone SE (第 3 世代),64GB,B,40400
803,iPhone SE (第 3 世代),64GB,B,40400
804,iPhone SE (第 3 世代),64GB,B,40400
805,iPhone SE (第 3 世代),64GB,B,40400
806,iPhone SE (第 3 世代),64GB,B,40400
807,iPhone SE (第 3 世代),64GB,B,40400
808,iPhone SE (第 3 世代),64GB,B,40400
809,iPhone 11 Pro,256GB,B,46900
810,iPhone 11 Pro,256GB,B,46900
811,iPhone 6s Plus,128GB,B,14500
812,iPhone 14 Pro Max,512GB,B,137700
813,iPhone X,256GB,B,27300
814,iPhone SE (第 3 世代),64GB,B,40400
815,iPhone 14 Plus,128GB,B,86100
816,iPhone 7 Plus,256GB,B,21000
817,iPhone 14 Plus,512GB,B,98800
818,iPhone XS Max,256GB,B,40400
819,iPhone 11 Pro,256GB,B,46900
820,iPhone 11 Pro Max,256GB,B,58000
821,iPhone SE (第 3 世代),64GB,B,40400
822,iPhone 8,64GB,B,15200
823,iPhone 7,128GB,B,12000
824,iPhone 7,128GB,B,12000
825,iPhone 14 Pro,256GB,B,110700
826,iPhone 8,64GB,B,15200
827,iPhone 8,64GB,B,15200
828,iPhone 14 Plus,256GB,B,90600
829,iPhone 11,256GB,B,43400
830,iPhone 13,512GB,B,76600
831,iPhone 8,64GB,B,15200
832,iPhone 8,64GB,B,15200
833,iPhone 11 Pro,256GB,B,46900
834,iPhone 11 Pro,64GB,B,40400
835,iPhone 8,64GB,B,15200
836,iPhone 8 Plus,256GB,B,23300
837,iPhone X,64GB,B,23300
838,iPhone 14 Plus,256GB,B,90600
839,iPhone 11,64GB,B,32400
840,iPhone 7,32GB,B,10300
841,iPhone 8 Plus,64GB,B,19300
842,iPhone 13 Pro,128GB,B,80300
843,iPhone 12 mini,256GB,B,42400
844,iPhone 13 Pro Max,256GB,B,102700
845,iPhone 6s,16GB,B,8800
846,iPhone X,64GB,B,23300
847,iPhone 6s,32GB,B,9400
848,iPhone SE (第 3 世代),256GB,B,58500
849,iPhone XR,64GB,B,25300
850,iPhone 14 Pro,128GB,B,96700
851,iPhone 13 Pro Max,512GB,B,111700
852,iPhone 12 Pro Max,128GB,B,80600
853,iPhone 13 Pro Max,128GB,B,93700
854,iPhone 11 Pro,64GB,B,40400
855,iPhone 13 Pro Max,256GB,B,102700
856,iPhone 14 Pro Max,128GB,B,121500
857,iPhone 14 Pro,128GB,B,96700
858,iPhone 12 Pro Max,512GB,B,89600
859,iPhone 14 Pro Max,256GB,B,131700
860,iPhone X,256GB,B,27300
861,iPhone 11 Pro Max,64GB,B,53000
862,iPhone 13 Pro Max,256GB,B,102700
863,iPhone XS,64GB,B,27300
864,iPhone 14 Pro Max,128GB,B,121500
865,iPhone 12 Pro Max,128GB,B,80600
866,iPhone XR,64GB,B,25300
867,iPhone XS Max,64GB,B,38900
868,iPhone 11,64GB,B,32400
869,iPhone 14 Pro Max,128GB,B,121500
870,iPhone XR,128GB,B,28300
871,iPhone 11 Pro Max,512GB,B,65500
872,iPhone 14 Pro,256GB,B,110700
873,iPhone SE (第 3 世代),64GB,B,40400
874,iPhone SE (第 3 世代),64GB,B,40400
875,iPhone 14 Pro,128GB,B,96700
876,iPhone SE (第 3 世代),64GB,B,40400
877,iPhone SE (第 3 世代),64GB,B,40400
878,iPhone XR,128GB,B,28300
879,iPhone 15,128GB,B,98200
880,iPhone SE (第 3 世代),64GB,B,40400
881,iPhone SE (第 3 世代),64GB,B,40400
882,iPhone 11,64GB,B,32400
883,iPhone 11,64GB,B,32400
884,iPhone SE (第 3 世代),64GB,B,40400
885,iPhone SE (第 3 世代),64GB,B,40400
886,iPhone SE (第 3 世代),64GB,B,40400
887,iPhone SE (第 3 世代),64GB,B,40400
888,iPhone SE (第 3 世代),64GB,B,40400
889,iPhone 14 Pro Max,256GB,B,131700
890,iPhone 14 Pro,256GB,B,110700
891,iPhone SE (第 3 世代),64GB,B,40400
892,iPhone SE (第 3 世代),64GB,B,40400
893,iPhone SE (第 3 世代),64GB,B,40400
894,iPhone SE (第 3 世代),64GB,B,40400
895,iPhone SE (第 3 世代),64GB,B,40400
896,iPhone SE (第 3 世代),64GB,B,40400
897,iPhone SE (第 3 世代),64GB,B,40400
898,iPhone SE (第 3 世代),64GB,B,40400
899,iPhone SE (第 3 世代),64GB,B,40400
900,iPhone SE (第 3 世代),64GB,B,40400
901,iPhone SE (第 3 世代),64GB,B,40400
902,iPhone SE (第 3 世代),64GB,B,40400
903,iPhone SE (第 3 世代),64GB,B,40400
904,iPhone SE (第 3 世代),64GB,B,40400
905,iPhone SE (第 3 世代),64GB,B,40400
906,iPhone SE (第 3 世代),64GB,B,40400
907,iPhone SE (第 3 世代),64GB,B,40400
908,iPhone SE (第 3 世代),64GB,B,40400
909,iPhone SE (第 3 世代),64GB,B,40400
910,iPhone 11 Pro Max,512GB,B,65500
911,iPhone SE (第 3 世代),64GB,B,40400
912,iPhone SE (第 3 世代),64GB,B,40400
913,iPhone SE (第 3 世代),64GB,B,40400
914,iPhone SE (第 3 世代),64GB,B,40400
915,iPhone SE (第 3 世代),64GB,B,40400
916,iPhone SE (第 3 世代),64GB,B,40400
917,iPhone SE (第 3 世代),64GB,B,40400
918,iPhone SE (第 3 世代),64GB,B,40400
919,iPhone 14 Pro,128GB,B,96700
920,iPhone XR,128GB,B,28300
921,iPhone 15,128GB,B,98200
922,iPhone XS Max,64GB,B,38900
923,iPhone SE (第 3 世代),64GB,B,40400
924,iPhone SE (第 3 世代),64GB,B,40400
925,iPhone 14 Plus,256GB,B,90600
926,iPhone XS Max,64GB,B,38900
927,iPhone XR,64GB,B,25300
928,iPhone 14 Pro,128GB,B,96700
929,iPhone XR,256GB,B,31400
930,iPhone SE (第 3 世代),64GB,B,40400
931,iPhone 11 Pro Max,256GB,B,58000
932,iPhone 7 Plus,128GB,B,18500
933,iPhone 14 Pro,128GB,B,96700
934,iPhone 11,64GB,B,32400
935,iPhone 8,64GB,B,15200
936,iPhone 13 Pro,128GB,B,80300
937,iPhone 13 Pro Max,256GB,B,102700
938,iPhone XR,64GB,B,25300
939,iPhone 13 Pro,512GB,B,92700
940,iPhone 12 Pro Max,128GB,B,80600
941,iPhone 8,64GB,B,15200
942,iPhone X,64GB,B,23300
943,iPhone 7 Plus,256GB,B,21000
944,iPhone 12 Pro Max,512GB,B,89600
945,iPhone 11,256GB,B,43400
946,iPhone SE (第 3 世代),64GB,B,40400
947,iPhone 8,256GB,B,20000
948,iPhone 8 Plus,256GB,B,23300
949,iPhone SE (第 3 世代),64GB,B,40400
950,iPhone SE (第 2 世代),128GB,B,27300
951,iPhone SE (第 3 世代),64GB,B,40400
952,iPhone 7,32GB,B,10300
953,iPhone 7,32GB,B,10300
954,iPhone 14 Pro,256GB,B,110700
955,iPhone 13 mini,128GB,B,55500
956,iPhone 8,64GB,B,15200
957,iPhone XR,64GB,B,25300
958,iPhone SE (第 3 世代),64GB,B,40400
959,iPhone 11,64GB,B,32400
960,iPhone SE (第 2 世代),128GB,B,27300
961,iPhone 8,64GB,B,15200
962,iPhone 14 Pro,512GB,B,117200
963,iPhone 14 Pro,128GB,B,96700
964,iPhone 12 mini,64GB,B,33400
965,iPhone 7,256GB,B,13000
966,iPhone XS,512GB,B,35900
967,iPhone 14,256GB,B,86600
968,iPhone 11,64GB,B,32400
969,iPhone 11 Pro,64GB,B,40400
970,iPhone 12 Pro,256GB,B,63500
971,iPhone 11 Pro,256GB,B,46900
972,iPhone 13 Pro Max,256GB,B,102700
973,iPhone 14 Pro,256GB,B,110700
974,iPhone 14 Pro,128GB,B,96700
975,iPhone 14 Pro,128GB,B,96700
976,iPhone 6s,32GB,B,9400
977,iPhone 6s Plus,64GB,B,13500
978,iPhone 13 Pro Max,128GB,B,93700
979,iPhone 14 Pro Max,256GB,B,131700
980,iPhone 13 mini,128GB,B,55500
981,iPhone 13 mini,128GB,B,55500
982,iPhone 12 Pro,256GB,B,63500
983,iPhone 8 Plus,64GB,B,19300
984,iPhone 13 Pro Max,128GB,B,93700
985,iPhone 14 Pro Max,256GB,B,131700
986,iPhone 13 Pro,128GB,B,80300
987,iPhone 14 Plus,128GB,B,86100
988,iPhone 14 Pro Max,256GB,B,131700
989,iPhone 13 mini,128GB,B,55500
990,iPhone 13 mini,128GB,B,55500
991,iPhone 14,128GB,B,78100
992,iPhone 11,64GB,B,32400
993,iPhone SE (第 3 世代),64GB,B,40400
994,iPhone SE (第 3 世代),64GB,B,40400
995,iPhone SE (第 3 世代),64GB,B,40400
996,iPhone 11 Pro,64GB,B,40400
997,iPhone 14 Pro,128GB,B,96700
998,iPhone 13 Pro Max,128GB,B,93700
999,iPhone X,256GB,B,27300
1000,iPhone 14 Pro,128GB,B,96700
1001,iPhone 12 Pro Max,128GB,B,80600
1002,iPhone 14 Pro,128GB,B,96700
1003,iPhone SE (第 3 世代),64GB,B,40400
1004,iPhone SE (第 3 世代),64GB,B,40400
1005,iPhone SE (第 3 世代),64GB,B,40400
1006,iPhone SE (第 3 世代),64GB,B,40400
1007,iPhone 13 Pro,256GB,B,86600
1008,iPhone 13 mini,128GB,B,55500
1009,iPhone 13 mini,128GB,B,55500
1010,iPhone SE (第 3 世代),64GB,B,40400
1011,iPhone 15,128GB,B,98200
1012,iPhone 11,64GB,B,32400
